0,1722.0
0,2964.0
1,1974.0
2,1869.5
3,1476.0
4,2541.5
5,1376.0
6,826.5
7,1675.5
8,979.0
9,1510.5
10,1106.0
11,808.5
12,1800.5
13,389.5
14,1301.0
15,880.5
16,873.0
17,1900.5
18,1297.5
19,1517.0
20,1350.5
21,763.5
22,843.0
23,952.0
24,773.0
25,540.0
26,1688.5
27,688.5
28,490.5
29,1876.5
30,1607.0
31,1936.0
32,776.5
33,1323.5
34,716.5
35,759.5
36,1660.5
37,1262.5
38,824.0
39,1169.0
40,3730.5
41,1284.0
42,3311.5
43,1914.5
44,849.5
45,1256.0
46,1904.0
47,1121.0
48,1354.5
49,1524.0
50,1880.5
51,939.5
52,1374.5
53,1412.0
54,855.5
55,1548.5
56,2018.0
57,1003.0
58,1829.0
59,883.5
60,724.5
61,2587.5
62,1055.5
63,770.5
64,1031.5
65,779.0
66,3471.0
67,1476.5
68,1110.5
69,2277.0
70,1440.0
71,1012.0
72,1338.0
73,1329.5
74,1103.5
75,561.0
76,3408.5
77,1516.5
78,832.5
79,2762.5
80,1946.5
81,760.0
